UniqueID,DATE,TIME,start.time,Area,offset,Vcham,Vtube,Vinst,Vtot,Tcham,Pcham
44638_MI_Soil_1,2022-03-18,13:30:00,2022-03-18 13:30:00,324.3,0,3530,29,312,3.871,25.6,101.325
44638_MI_Soil_2,2022-03-18,13:50:00,2022-03-18 13:50:00,324.3,0,3530,29,312,3.871,25.6,101.325
44638_MI_Soil_3,2022-03-18,13:54:00,2022-03-18 13:54:00,324.3,0,3530,29,312,3.871,25.6,101.325
44638_MI_Soil_4,2022-03-18,14:00:00,2022-03-18 14:00:00,324.3,0,3530,29,312,3.871,26.6,101.325
44638_MI_Soil_5,2022-03-18,14:12:00,2022-03-18 14:12:00,324.3,0,3530,29,312,3.871,26.6,101.325
44638_MI_Soil_6,2022-03-18,14:16:00,2022-03-18 14:16:00,324.3,0,3530,29,312,3.871,26.6,101.325
44638_MI_Soil_7,2022-03-18,14:23:00,2022-03-18 14:23:00,324.3,0,3530,29,312,3.871,26.6,101.325
44638_MI_Soil_8,2022-03-18,14:34:00,2022-03-18 14:34:00,324.3,0,3530,29,312,3.871,26.6,101.325
44638_MI_Soil_9,2022-03-18,14:39:00,2022-03-18 14:39:00,324.3,0,3530,29,312,3.871,26.6,101.325
44638_MI_Soil_10,2022-03-18,14:44:00,2022-03-18 14:44:00,324.3,0,3530,29,312,3.871,26.6,101.325
44851_SRS6_Soil_41,2022-10-17,08:55:47,2022-10-17 08:55:47,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_42,2022-10-17,09:09:00,2022-10-17 09:09:00,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_43,2022-10-17,09:18:18,2022-10-17 09:18:18,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_44,2022-10-17,09:44:10,2022-10-17 09:44:10,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_45,2022-10-17,09:50:30,2022-10-17 09:50:30,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_46,2022-10-17,11:51:35,2022-10-17 11:51:35,182.4,0,1680,29,884,2.593,26.1,101.325
44851_SRS6_Soil_47,2022-10-17,10:30:40,2022-10-17 10:30:40,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_48,2022-10-17,10:56:20,2022-10-17 10:56:20,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_49,2022-10-17,11:06:00,2022-10-17 11:06:00,182.4,0,1680,29,884,2.593,27.1,101.325
44851_SRS6_Soil_50,2022-10-17,11:39:20,2022-10-17 11:39:20,182.4,0,1680,29,884,2.593,27.1,101.325
44852_FLM30_Water_51,2022-10-18,08:57:00,2022-10-18 08:57:00,324.3,0,3370,29,884,4.283,25.9,101.325
44852_FLM30_Water_52,2022-10-18,11:23:00,2022-10-18 11:23:00,324.3,0,3370,29,884,4.283,26.725,101.325
44852_FLM30_Water_53,2022-10-18,12:06:00,2022-10-18 12:06:00,324.3,0,3370,29,884,4.283,27.357142857142858,101.325
44854_SRS5_Water_54,2022-10-20,12:50:00,2022-10-20 12:50:00,324.3,0,3370,29,884,4.283,20.788888888888888,101.325
44854_SRS5_Water_55,2022-10-20,13:01:00,2022-10-20 13:01:00,324.3,0,3370,29,884,4.283,20.6,101.325
44854_SRS5_Water_56,2022-10-20,13:11:00,2022-10-20 13:11:00,324.3,0,3370,29,884,4.283,20.522222222222226,101.325
44859_BL60_Water_81,2022-10-25,10:56:00,2022-10-25 10:56:00,324.3,0,3370,29,884,4.283,24.771428571428572,101.325
44859_BL60_Water_82,2022-10-25,11:13:00,2022-10-25 11:13:00,324.3,0,3370,29,884,4.283,24.9,101.325
44859_BL60_Water_83,2022-10-25,11:28:30,2022-10-25 11:28:30,324.3,0,3370,29,884,4.283,24.944444444444443,101.325
44859_BL60_Water_84,2022-10-25,11:57:30,2022-10-25 11:57:30,324.3,0,3370,29,884,4.283,24.96,101.325
44859_BL60_Soil_85,2022-10-25,12:33:00,2022-10-25 12:33:00,433.7,0,25600,29,884,26.513,26.02,101.325
