SN:3K60180500001583 BD:Jul 23 2018 VC:834b9c1 MD5:48f99e4865ed8b810be1bb0eaaabf929
SysTime,                      Time,         Batt_v,      Batt_v_sd,   BATT_PERCENT,BATT_PERCENT_sd,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd, Temp_Status_mA,Temp_Status_mA_sd,Analyzer_Status_mA,Analyzer_Status_mA_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
10/15/2022 12:59:01.103, 10/15/2022 12:59:00.943, 4.14732e+0, 0.00000e+0, -2.10375e+2, 0.00000e+0, 1.97363e+0, 0.00000e+0, -5.38421e+4, 0.00000e+0, -9.86930e+1, 0.00000e+0, 9.36399e-1, 0.00000e+0, -4.68253e+1, 0.00000e+0, 5.02062e+2, 0.00000e+0, 3.59701e+1, 0.00000e+0, 3.55671e+1, 0.00000e+0, 9.72195e-1, 0.00000e+0, 1.04215e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.35000e+1, 0.00000e+0, 2, -1, Disabled
10/15/2022 12:59:02.020, 10/15/2022 12:59:01.938, 4.15211e+0, 0.00000e+0, 9.61812e+1, 0.00000e+0, 5.50233e+0, 0.00000e+0, -1.33418e+2, 0.00000e+0, -4.20372e+5, 0.00000e+0, 5.50160e+0, 0.00000e+0, -4.20316e+5, 0.00000e+0, 5.02827e+2, 0.00000e+0, 3.59558e+1, 0.00000e+0, 3.56630e+1, 0.00000e+0, 3.41262e+0, 0.00000e+0, 3.57026e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.20000e+1, 0.00000e+0, 2, -1, Disabled
10/15/2022 12:59:03.017, 10/15/2022 12:59:02.932, 4.15214e+0, 0.00000e+0, 9.61854e+1, 0.00000e+0, 5.50295e+0, 0.00000e+0, 8.26989e+1, 0.00000e+0, -6.00349e+1, 0.00000e+0, 5.50340e+0, 0.00000e+0, -6.00399e+1, 0.00000e+0, 5.02323e+2, 0.00000e+0, 3.59592e+1, 0.00000e+0, 3.57252e+1, 0.00000e+0, 3.41285e+0, 0.00000e+0, 3.57262e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.20000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:03.988, 10/15/2022 12:59:03.927, 4.15268e+0, 0.00000e+0, 9.62660e+1, 0.00000e+0, 5.50522e+0, 0.00000e+0, 8.79829e+1, 0.00000e+0, 5.29427e+1, 0.00000e+0, 5.50571e+0, 0.00000e+0, 5.29473e+1, 0.00000e+0, 5.02832e+2, 0.00000e+0, 3.59597e+1, 0.00000e+0, 3.56907e+1, 0.00000e+0, 3.41352e+0, 0.00000e+0, 3.57264e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.20000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:04.983, 10/15/2022 12:59:04.921, 4.15234e+0, 0.00000e+0, 9.62154e+1, 0.00000e+0, 5.51164e+0, 0.00000e+0, 1.67916e+2, 0.00000e+0, 7.09581e+2, 0.00000e+0, 5.51256e+0, 0.00000e+0, 7.09700e+2, 0.00000e+0, 5.02373e+2, 0.00000e+0, 3.59604e+1, 0.00000e+0, 3.57502e+1, 0.00000e+0, 3.41279e+0, 0.00000e+0, 3.57652e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.30000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:05.978, 10/15/2022 12:59:05.916, 4.15318e+0, 0.00000e+0, 9.63394e+1, 0.00000e+0, 5.51238e+0, 0.00000e+0, 2.23223e+2, 0.00000e+0, 7.13911e+2, 0.00000e+0, 5.51361e+0, 0.00000e+0, 7.14070e+2, 0.00000e+0, 5.02793e+2, 0.00000e+0, 3.59599e+1, 0.00000e+0, 3.57014e+1, 0.00000e+0, 3.41421e+0, 0.00000e+0, 3.57703e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.30000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:06.973, 10/15/2022 12:59:06.911, 4.15258e+0, 0.00000e+0, 9.62515e+1, 0.00000e+0, 5.51816e+0, 0.00000e+0, 2.46196e+2, 0.00000e+0, 7.16875e+2, 0.00000e+0, 5.51951e+0, 0.00000e+0, 7.17052e+2, 0.00000e+0, 5.02411e+2, 0.00000e+0, 3.59689e+1, 0.00000e+0, 3.57800e+1, 0.00000e+0, 3.41374e+0, 0.00000e+0, 3.57708e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.30000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:07.954, 10/15/2022 12:59:07.905, 4.15318e+0, 0.00000e+0, 9.63397e+1, 0.00000e+0, 5.51847e+0, 0.00000e+0, 2.80403e+2, 0.00000e+0, 7.17173e+2, 0.00000e+0, 5.52002e+0, 0.00000e+0, 7.17374e+2, 0.00000e+0, 5.02789e+2, 0.00000e+0, 3.59768e+1, 0.00000e+0, 3.57122e+1, 0.00000e+0, 3.41395e+0, 0.00000e+0, 3.57685e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 1.30000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:08.962, 10/15/2022 12:59:08.900, 4.15254e+0, 0.00000e+0, 9.62449e+1, 0.00000e+0, 5.52357e+0, 0.00000e+0, 3.12593e+2, 0.00000e+0, 7.20296e+2, 0.00000e+0, 5.52530e+0, 0.00000e+0, 7.20521e+2, 0.00000e+0, 5.02426e+2, 0.00000e+0, 3.59776e+1, 0.00000e+0, 3.57869e+1, 0.00000e+0, 3.41392e+0, 0.00000e+0, 3.57706e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:09.956, 10/15/2022 12:59:09.894, 4.15318e+0, 0.00000e+0, 9.63386e+1, 0.00000e+0, 5.52600e+0, 0.00000e+0, 2.04969e+2, 0.00000e+0, 7.21356e+2, 0.00000e+0, 5.52714e+0, 0.00000e+0, 7.21503e+2, 0.00000e+0, 5.02731e+2, 0.00000e+0, 3.59662e+1, 0.00000e+0, 3.57232e+1, 0.00000e+0, 3.41405e+0, 0.00000e+0, 3.57570e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:10.953, 10/15/2022 12:59:10.889, 4.15256e+0, 0.00000e+0, 9.62483e+1, 0.00000e+0, 5.53077e+0, 0.00000e+0, 6.41241e+1, 0.00000e+0, 7.22873e+2, 0.00000e+0, 5.53113e+0, 0.00000e+0, 7.22920e+2, 0.00000e+0, 5.02476e+2, 0.00000e+0, 3.59936e+1, 0.00000e+0, 3.58112e+1, 0.00000e+0, 3.41417e+0, 0.00000e+0, 3.57708e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:11.933, 10/15/2022 12:59:11.883, 4.15352e+0, 0.00000e+0, 9.63889e+1, 0.00000e+0, 5.53120e+0, 0.00000e+0, 1.01045e+2, 0.00000e+0, 7.23607e+2, 0.00000e+0, 5.53176e+0, 0.00000e+0, 7.23680e+2, 0.00000e+0, 5.02674e+2, 0.00000e+0, 3.59682e+1, 0.00000e+0, 3.57444e+1, 0.00000e+0, 3.41373e+0, 0.00000e+0, 3.57631e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:12.942, 10/15/2022 12:59:12.878, 4.15301e+0, 0.00000e+0, 9.63136e+1, 0.00000e+0, 5.53561e+0, 0.00000e+0, 1.26242e+2, 0.00000e+0, 7.25261e+2, 0.00000e+0, 5.53630e+0, 0.00000e+0, 7.25353e+2, 0.00000e+0, 5.02590e+2, 0.00000e+0, 3.59864e+1, 0.00000e+0, 3.58376e+1, 0.00000e+0, 3.41337e+0, 0.00000e+0, 3.57641e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:13.935, 10/15/2022 12:59:13.872, 4.15348e+0, 0.00000e+0, 9.63832e+1, 0.00000e+0, 5.53859e+0, 0.00000e+0, 1.92648e+2, 0.00000e+0, 7.26088e+2, 0.00000e+0, 5.53966e+0, 0.00000e+0, 7.26228e+2, 0.00000e+0, 5.02561e+2, 0.00000e+0, 3.59981e+1, 0.00000e+0, 3.57582e+1, 0.00000e+0, 3.41396e+0, 0.00000e+0, 3.57631e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:14.931, 10/15/2022 12:59:14.867, 4.15276e+0, 0.00000e+0, 9.62768e+1, 0.00000e+0, 5.54334e+0, 0.00000e+0, 1.39458e+2, 0.00000e+0, 7.27915e+2, 0.00000e+0, 5.54412e+0, 0.00000e+0, 7.28017e+2, 0.00000e+0, 5.02730e+2, 0.00000e+0, 3.60935e+1, 0.00000e+0, 3.58487e+1, 0.00000e+0, 3.41431e+0, 0.00000e+0, 3.57573e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:15.911, 10/15/2022 12:59:15.861, 4.15333e+0, 0.00000e+0, 9.63619e+1, 0.00000e+0, 5.54360e+0, 0.00000e+0, 1.79819e+2, 0.00000e+0, 7.28475e+2, 0.00000e+0, 5.54460e+0, 0.00000e+0, 7.28606e+2, 0.00000e+0, 5.02442e+2, 0.00000e+0, 3.59775e+1, 0.00000e+0, 3.57961e+1, 0.00000e+0, 3.41474e+0, 0.00000e+0, 3.57637e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:16.918, 10/15/2022 12:59:16.856, 4.15337e+0, 0.00000e+0, 9.63676e+1, 0.00000e+0, 5.54601e+0, 0.00000e+0, 1.15980e+2, 0.00000e+0, 7.29449e+2, 0.00000e+0, 5.54665e+0, 0.00000e+0, 7.29534e+2, 0.00000e+0, 5.02849e+2, 0.00000e+0, 3.59944e+1, 0.00000e+0, 3.58561e+1, 0.00000e+0, 3.41384e+0, 0.00000e+0, 3.57565e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:17.918, 10/15/2022 12:59:17.851, 4.15333e+0, 0.00000e+0, 9.63615e+1, 0.00000e+0, 5.55323e+0, 0.00000e+0, 2.24142e+2, 0.00000e+0, 7.30683e+2, 0.00000e+0, 5.55447e+0, 0.00000e+0, 7.30847e+2, 0.00000e+0, 5.02363e+2, 0.00000e+0, 3.59959e+1, 0.00000e+0, 3.58499e+1, 0.00000e+0, 3.41409e+0, 0.00000e+0, 3.57625e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:18.900, 10/15/2022 12:59:18.846, 4.15352e+0, 0.00000e+0, 9.63898e+1, 0.00000e+0, 5.55473e+0, 0.00000e+0, 2.11855e+2, 0.00000e+0, 7.31599e+2, 0.00000e+0, 5.55591e+0, 0.00000e+0, 7.31754e+2, 0.00000e+0, 5.02851e+2, 0.00000e+0, 3.60018e+1, 0.00000e+0, 3.58514e+1, 0.00000e+0, 3.41367e+0, 0.00000e+0, 3.57680e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:19.909, 10/15/2022 12:59:19.839, 4.15332e+0, 0.00000e+0, 9.63594e+1, 0.00000e+0, 5.55877e+0, 0.00000e+0, 1.85354e+2, 0.00000e+0, 7.32225e+2, 0.00000e+0, 5.55980e+0, 0.00000e+0, 7.32361e+2, 0.00000e+0, 5.02486e+2, 0.00000e+0, 3.59954e+1, 0.00000e+0, 3.59041e+1, 0.00000e+0, 3.41404e+0, 0.00000e+0, 3.57687e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:20.913, 10/15/2022 12:59:20.834, 4.15385e+0, 0.00000e+0, 9.64388e+1, 0.00000e+0, 5.56177e+0, 0.00000e+0, 2.37104e+2, 0.00000e+0, 7.32763e+2, 0.00000e+0, 5.56309e+0, 0.00000e+0, 7.32937e+2, 0.00000e+0, 5.02669e+2, 0.00000e+0, 3.59939e+1, 0.00000e+0, 3.58323e+1, 0.00000e+0, 3.41356e+0, 0.00000e+0, 3.57698e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:21.892, 10/15/2022 12:59:21.829, 4.15343e+0, 0.00000e+0, 9.63760e+1, 0.00000e+0, 5.56555e+0, 0.00000e+0, 1.88040e+2, 0.00000e+0, 7.33301e+2, 0.00000e+0, 5.56660e+0, 0.00000e+0, 7.33438e+2, 0.00000e+0, 5.02725e+2, 0.00000e+0, 3.59946e+1, 0.00000e+0, 3.59253e+1, 0.00000e+0, 3.41313e+0, 0.00000e+0, 3.57681e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:22.898, 10/15/2022 12:59:22.823, 4.15369e+0, 0.00000e+0, 9.64139e+1, 0.00000e+0, 5.57119e+0, 0.00000e+0, 2.41445e+2, 0.00000e+0, 7.34340e+2, 0.00000e+0, 5.57254e+0, 0.00000e+0, 7.34517e+2, 0.00000e+0, 5.02449e+2, 0.00000e+0, 3.60008e+1, 0.00000e+0, 3.58682e+1, 0.00000e+0, 3.41400e+0, 0.00000e+0, 3.57730e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:23.878, 10/15/2022 12:59:23.818, 4.15383e+0, 0.00000e+0, 9.64344e+1, 0.00000e+0, 5.57057e+0, 0.00000e+0, 2.09317e+2, 0.00000e+0, 7.35286e+2, 0.00000e+0, 5.57174e+0, 0.00000e+0, 7.35440e+2, 0.00000e+0, 5.02863e+2, 0.00000e+0, 3.60031e+1, 0.00000e+0, 3.59081e+1, 0.00000e+0, 3.41399e+0, 0.00000e+0, 3.57677e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:24.890, 10/15/2022 12:59:24.812, 4.15356e+0, 0.00000e+0, 9.63960e+1, 0.00000e+0, 5.57917e+0, 0.00000e+0, 2.41272e+2, 0.00000e+0, 7.36220e+2, 0.00000e+0, 5.58051e+0, 0.00000e+0, 7.36398e+2, 0.00000e+0, 5.02408e+2, 0.00000e+0, 3.60133e+1, 0.00000e+0, 3.59196e+1, 0.00000e+0, 3.41380e+0, 0.00000e+0, 3.57685e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:25.862, 10/15/2022 12:59:25.808, 4.15395e+0, 0.00000e+0, 9.64532e+1, 0.00000e+0, 5.57985e+0, 0.00000e+0, 1.51237e+2, 0.00000e+0, 7.36065e+2, 0.00000e+0, 5.58070e+0, 0.00000e+0, 7.36177e+2, 0.00000e+0, 5.02792e+2, 0.00000e+0, 3.60035e+1, 0.00000e+0, 3.58838e+1, 0.00000e+0, 3.41383e+0, 0.00000e+0, 3.57612e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:26.859, 10/15/2022 12:59:26.802, 4.15331e+0, 0.00000e+0, 9.63587e+1, 0.00000e+0, 5.58116e+0, 0.00000e+0, 2.23288e+2, 0.00000e+0, 7.37503e+2, 0.00000e+0, 5.58240e+0, 0.00000e+0, 7.37667e+2, 0.00000e+0, 5.02604e+2, 0.00000e+0, 3.59885e+1, 0.00000e+0, 3.59546e+1, 0.00000e+0, 3.41433e+0, 0.00000e+0, 3.57566e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:27.864, 10/15/2022 12:59:27.795, 4.15359e+0, 0.00000e+0, 9.64001e+1, 0.00000e+0, 5.58851e+0, 0.00000e+0, 1.50365e+2, 0.00000e+0, 7.37902e+2, 0.00000e+0, 5.58935e+0, 0.00000e+0, 7.38013e+2, 0.00000e+0, 5.02533e+2, 0.00000e+0, 3.60262e+1, 0.00000e+0, 3.58745e+1, 0.00000e+0, 3.41435e+0, 0.00000e+0, 3.57683e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:28.843, 10/15/2022 12:59:28.791, 4.15345e+0, 0.00000e+0, 9.63798e+1, 0.00000e+0, 5.58954e+0, 0.00000e+0, 1.78666e+2, 0.00000e+0, 7.39298e+2, 0.00000e+0, 5.59054e+0, 0.00000e+0, 7.39430e+2, 0.00000e+0, 5.02829e+2, 0.00000e+0, 3.59965e+1, 0.00000e+0, 3.59462e+1, 0.00000e+0, 3.41304e+0, 0.00000e+0, 3.57619e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:29.861, 10/15/2022 12:59:29.786, 4.15377e+0, 0.00000e+0, 9.64265e+1, 0.00000e+0, 5.59400e+0, 0.00000e+0, 2.35325e+2, 0.00000e+0, 7.40367e+2, 0.00000e+0, 5.59532e+0, 0.00000e+0, 7.40541e+2, 0.00000e+0, 5.02408e+2, 0.00000e+0, 3.60061e+1, 0.00000e+0, 3.59198e+1, 0.00000e+0, 3.41337e+0, 0.00000e+0, 3.57595e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:30.834, 10/15/2022 12:59:30.779, 4.15369e+0, 0.00000e+0, 9.64147e+1, 0.00000e+0, 5.59524e+0, 0.00000e+0, 2.12259e+2, 0.00000e+0, 7.39974e+2, 0.00000e+0, 5.59643e+0, 0.00000e+0, 7.40131e+2, 0.00000e+0, 5.02825e+2, 0.00000e+0, 3.60265e+1, 0.00000e+0, 3.59087e+1, 0.00000e+0, 3.41356e+0, 0.00000e+0, 3.57528e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:31.845, 10/15/2022 12:59:31.775, 4.15359e+0, 0.00000e+0, 9.64001e+1, 0.00000e+0, 5.60242e+0, 0.00000e+0, 1.73527e+2, 0.00000e+0, 7.41273e+2, 0.00000e+0, 5.60339e+0, 0.00000e+0, 7.41402e+2, 0.00000e+0, 5.02494e+2, 0.00000e+0, 3.60191e+1, 0.00000e+0, 3.59694e+1, 0.00000e+0, 3.41356e+0, 0.00000e+0, 3.57744e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:32.828, 10/15/2022 12:59:32.769, 4.15424e+0, 0.00000e+0, 9.64952e+1, 0.00000e+0, 5.60577e+0, 0.00000e+0, 1.32869e+2, 0.00000e+0, 7.41793e+2, 0.00000e+0, 5.60652e+0, 0.00000e+0, 7.41891e+2, 0.00000e+0, 5.02721e+2, 0.00000e+0, 3.60112e+1, 0.00000e+0, 3.58983e+1, 0.00000e+0, 3.41374e+0, 0.00000e+0, 3.57634e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:33.827, 10/15/2022 12:59:33.763, 4.15360e+0, 0.00000e+0, 9.64008e+1, 0.00000e+0, 5.60766e+0, 0.00000e+0, 1.92672e+2, 0.00000e+0, 7.42321e+2, 0.00000e+0, 5.60875e+0, 0.00000e+0, 7.42465e+2, 0.00000e+0, 5.02725e+2, 0.00000e+0, 3.60157e+1, 0.00000e+0, 3.59855e+1, 0.00000e+0, 3.41374e+0, 0.00000e+0, 3.57582e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:34.817, 10/15/2022 12:59:34.758, 4.15386e+0, 0.00000e+0, 9.64400e+1, 0.00000e+0, 5.61354e+0, 0.00000e+0, 2.97483e+2, 0.00000e+0, 7.42653e+2, 0.00000e+0, 5.61521e+0, 0.00000e+0, 7.42874e+2, 0.00000e+0, 5.02518e+2, 0.00000e+0, 3.60429e+1, 0.00000e+0, 3.59203e+1, 0.00000e+0, 3.41437e+0, 0.00000e+0, 3.57662e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:35.803, 10/15/2022 12:59:35.752, 4.15365e+0, 0.00000e+0, 9.64085e+1, 0.00000e+0, 5.61649e+0, 0.00000e+0, 2.27092e+2, 0.00000e+0, 7.43133e+2, 0.00000e+0, 5.61776e+0, 0.00000e+0, 7.43302e+2, 0.00000e+0, 5.02881e+2, 0.00000e+0, 3.60566e+1, 0.00000e+0, 3.59863e+1, 0.00000e+0, 3.41350e+0, 0.00000e+0, 3.57663e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:36.808, 10/15/2022 12:59:36.754, 4.15347e+0, 0.00000e+0, 9.63814e+1, 0.00000e+0, 5.61793e+0, 0.00000e+0, 2.83555e+2, 0.00000e+0, 7.43924e+2, 0.00000e+0, 5.61953e+0, 0.00000e+0, 7.44135e+2, 0.00000e+0, 5.02409e+2, 0.00000e+0, 3.60400e+1, 0.00000e+0, 3.59483e+1, 0.00000e+0, 3.41452e+0, 0.00000e+0, 3.57628e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:37.810, 10/15/2022 12:59:37.747, 4.15385e+0, 0.00000e+0, 9.64375e+1, 0.00000e+0, 5.62097e+0, 0.00000e+0, 3.12353e+2, 0.00000e+0, 7.44112e+2, 0.00000e+0, 5.62273e+0, 0.00000e+0, 7.44345e+2, 0.00000e+0, 5.02896e+2, 0.00000e+0, 3.60483e+1, 0.00000e+0, 3.59642e+1, 0.00000e+0, 3.41385e+0, 0.00000e+0, 3.57608e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:38.814, 10/15/2022 12:59:38.742, 4.15378e+0, 0.00000e+0, 9.64273e+1, 0.00000e+0, 5.62774e+0, 0.00000e+0, 3.10435e+2, 0.00000e+0, 7.46341e+2, 0.00000e+0, 5.62949e+0, 0.00000e+0, 7.46572e+2, 0.00000e+0, 5.02432e+2, 0.00000e+0, 3.60504e+1, 0.00000e+0, 3.59943e+1, 0.00000e+0, 3.41349e+0, 0.00000e+0, 3.57637e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:39.789, 10/15/2022 12:59:39.738, 4.15376e+0, 0.00000e+0, 9.64250e+1, 0.00000e+0, 5.62804e+0, 0.00000e+0, 2.86134e+2, 0.00000e+0, 7.46464e+2, 0.00000e+0, 5.62965e+0, 0.00000e+0, 7.46677e+2, 0.00000e+0, 5.02849e+2, 0.00000e+0, 3.60644e+1, 0.00000e+0, 3.59414e+1, 0.00000e+0, 3.41478e+0, 0.00000e+0, 3.57641e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:40.785, 10/15/2022 12:59:40.732, 4.15367e+0, 0.00000e+0, 9.64114e+1, 0.00000e+0, 5.63035e+0, 0.00000e+0, 2.87460e+2, 0.00000e+0, 7.46148e+2, 0.00000e+0, 5.63197e+0, 0.00000e+0, 7.46363e+2, 0.00000e+0, 5.02598e+2, 0.00000e+0, 3.60626e+1, 0.00000e+0, 3.60242e+1, 0.00000e+0, 3.41484e+0, 0.00000e+0, 3.57719e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:41.786, 10/15/2022 12:59:41.726, 4.15420e+0, 0.00000e+0, 9.64895e+1, 0.00000e+0, 5.63475e+0, 0.00000e+0, 2.88876e+2, 0.00000e+0, 7.47092e+2, 0.00000e+0, 5.63638e+0, 0.00000e+0, 7.47308e+2, 0.00000e+0, 5.02616e+2, 0.00000e+0, 3.60443e+1, 0.00000e+0, 3.59612e+1, 0.00000e+0, 3.41445e+0, 0.00000e+0, 3.57625e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:42.772, 10/15/2022 12:59:42.722, 4.15389e+0, 0.00000e+0, 9.64441e+1, 0.00000e+0, 5.63647e+0, 0.00000e+0, 2.92169e+2, 0.00000e+0, 7.47992e+2, 0.00000e+0, 5.63812e+0, 0.00000e+0, 7.48211e+2, 0.00000e+0, 5.02802e+2, 0.00000e+0, 3.60421e+1, 0.00000e+0, 3.60374e+1, 0.00000e+0, 3.41397e+0, 0.00000e+0, 3.57552e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:43.772, 10/15/2022 12:59:43.716, 4.15419e+0, 0.00000e+0, 9.64882e+1, 0.00000e+0, 5.64065e+0, 0.00000e+0, 2.98092e+2, 0.00000e+0, 7.49088e+2, 0.00000e+0, 5.64233e+0, 0.00000e+0, 7.49312e+2, 0.00000e+0, 5.02456e+2, 0.00000e+0, 3.60375e+1, 0.00000e+0, 3.60054e+1, 0.00000e+0, 3.41428e+0, 0.00000e+0, 3.57593e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:44.770, 10/15/2022 12:59:44.710, 4.15397e+0, 0.00000e+0, 9.64557e+1, 0.00000e+0, 5.64404e+0, 0.00000e+0, 3.63044e+2, 0.00000e+0, 7.48704e+2, 0.00000e+0, 5.64609e+0, 0.00000e+0, 7.48976e+2, 0.00000e+0, 5.02944e+2, 0.00000e+0, 3.60453e+1, 0.00000e+0, 3.60232e+1, 0.00000e+0, 3.41386e+0, 0.00000e+0, 3.57608e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
10/15/2022 12:59:45.754, 10/15/2022 12:59:45.705, 4.15386e+0, 0.00000e+0, 9.64392e+1, 0.00000e+0, 5.64709e+0, 0.00000e+0, 3.69624e+2, 0.00000e+0, 7.49341e+2, 0.00000e+0, 5.64917e+0, 0.00000e+0, 7.49618e+2, 0.00000e+0, 5.02461e+2, 0.00000e+0, 3.60301e+1, 0.00000e+0, 3.60518e+1, 0.00000e+0, 3.41456e+0, 0.00000e+0, 3.57576e+0, 0.00000e+0, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled
