UniqueID,LM.flux,LM.C0,LM.Ct,LM.slope,LM.MAE,LM.RMSE,LM.AICc,LM.SE,LM.se.rel,LM.r2,LM.p.val,HM.flux,HM.C0,HM.Ci,HM.slope,HM.MAE,HM.RMSE,HM.AICc,HM.SE,HM.se.rel,HM.r2,HM.k,C0,Ct,MDF,prec,flux.term,nb.obs,k.max,k.mult,g.fact,HM.diagnose,LM.diagnose,best.flux,model,quality.check,HM.score,LM.score,RMSE.lim,MAE.lim,SE.lim,g.limit,g.reverse,k.ratio.lim,p.val.lim,MDF.lim,warn.nb.obs
Mar_23_154_CP40_stem,1.6425586640512373,530.9960000629607,620.376856629754,0.4256231265085396,0.7495090844821605,0.9137220750859871,569.4882991275491,0.004001308035727762,0.24360213874242165,0.998749442404128,5.246114457201182e-307,1.696166361986213,530.5139730486632,1963.580021460699,0.4395140617301373,0.7299283338385815,0.8876686795844146,559.3007279778755,0.01589348020708881,0.9370236648531057,0.9988197411739854,3.0669490929406766e-4,529.237,620.741,0.006401492791848195,0.35,3.859185654514197,212,1.2160660757386845,1,1.0326367021819218,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.696166361986213,HM,,0,4,0.35,0.35,0.02403809869102058,2,0.5,1,0.05,0.0064,60
Mar_23_38_BL60_stem,2.5391506520361,452.7920000000003,464.16700000000014,0.4945652173912968,0.8977427536231654,1.126991766619877,81.04754220783353,0.17820956868826016,7.018471650957656,0.8977817899786704,1.3761017902041083e-12,3.4060193121931683,452.207240585802,477.4145627429567,0.6634102943923393,0.9043946732117168,1.0816224308350009,81.98049665536949,0.8361061096402972,24.54789691435779,0.9058461343623446,0.026318158281800712,452.539,461.916,0.07487239102157844,0.35,5.134106812908237,24,1.413043478260848,1,1.3414010348153,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.4060193121931683,HM,SE | AICc | nb.obs,2,2,0.35,0.35,0.07144345083117604,2,0.5,1,0.05,0.075,60
Oct_22_236_BL60_stem,1.694061127720434,779.4036755054487,909.8118697992142,0.32931362195395314,0.9376552295678104,1.1778440975638027,1268.9949226871272,0.0026536484619500587,0.1566441976932005,0.9990243616215105,0,1.8126079430858295,777.9039218551559,1803.409654559583,0.35235829283405107,0.76867191742919,0.9724751473377459,1118.1416864561966,0.009215005072124633,0.508383796246461,0.9993349255278976,3.43594659295394e-4,776.577,908.765,0.004535204962636902,0.35,5.144218200476715,399,0.9408960627255805,1,1.0699778853463893,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.8126079430858295,HM,,0,4,0.35,0.35,0.01752191610126156,2,0.5,1,0.05,0.0045,60
Oct_22_240_BL60_stem,3.6080038456298156,573.3189165947799,692.3351700104714,0.7084300798553065,205.78562602823743,209.13204851697344,4604.166418359312,1.1881227803771102,32.93019717304959,0.023678553670952396,0.002577521333285465,3.632313244901618,573.1822768344855,8653.861992907458,0.7132032204627415,205.78567411522513,209.13249493487754,4606.215844314474,4.769147223630561,131.2977957042836,0.02367441782432056,8.826030055913937e-5,710.61,423.31,0.010547543823888296,0.35,5.092956874963205,340,2.0240859424437327,1,1.006737631197718,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.632313244901618,HM,SE | AICc | Intercept,2,2,0.35,0.35,0.018981415059132416,2,0.5,1,0.05,0.011,60
Oct_22_241_BL60_stem,1.5161321223495527,598.8909392812366,642.390450094327,0.29794185488418096,3.9145517874569977,4.884361107894049,1785.0285897728456,0.0342223789817124,2.2572161408121816,0.8692781115830357,3.836284458117922e-132,2.1125585443769523,596.2392956358351,684.5084430641897,0.41514825916865467,3.855767130749873,4.751102425425287,1770.708063665082,0.16989399978884673,8.042096643478008,0.8763137078742698,0.0047032091196487205,592.062,633.733,0.012115915663980166,0.35,5.08868457887167,296,0.8512624425262315,1,1.3933868382810308,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.1125585443769523,HM,SE | Intercept,1,3,0.35,0.35,0.020343336780168374,2,0.5,1,0.05,0.012,60
Oct_22_242_BL60_CWD,3.997553176174086,451.11406025796947,512.0341835806829,0.35418676350414785,39.66787161007571,41.99943251563603,3595.0596367874027,0.5117400364093556,12.801331561000612,0.14746720353470588,6.81597014718334e-14,4.001292129993225,451.10082439792393,13852.380026901257,0.3545180381348358,39.6714379794638,42.00060469359492,3597.1259120760587,2.036656054079477,50.89995901106389,0.1474202900362508,2.6454044630949298e-5,491.985,499.541,0.022834098167604486,0.35,11.286568522844505,348,1.0119621814404225,1,1.0009353105898438,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),4.001292129993225,HM,SE | AICc | Intercept,2,2,0.35,0.35,0.018761969359661408,2,0.5,1,0.05,0.023,60
Oct_22_243_BL60_CWD,11.51250278481842,443.3048556741383,815.7194521322255,2.2708207101102875,129.45586012257422,201.4842857235121,4471.24072097586,1.183665340834155,10.281563991411659,0.2204389573156088,7.987381825174043e-20,11.506815787582912,443.3278259501017,221576.79296357208,2.2696989600145776,129.40862998468018,201.49563661723317,4473.327280700684,4.680792313741873,40.67843267981181,0.22035199046735943,1.0263932501586927e-5,582.318,1127.27,0.01075402401603916,0.35,5.06975417898989,332,6.488059171743679,1,0.9995060155604908,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),11.51250278481842,LM,RMSE | SE | AICc | Intercept,3,1,0.35,0.35,0.01920874549819581,2,0.5,1,0.05,0.011,60
Oct_22_251_BL60_stem,2.3656738957494716,571.611902999694,651.591480646547,0.46499754445844715,137.35449602625218,168.51552012471976,4562.062372320964,0.922787132473118,39.00736843447177,0.01580425311285949,0.010780690572668079,2.3634588470530478,571.6249954872841,92140.63874907747,0.46456215384668803,137.3500279241247,168.51627204967292,4564.112328535919,3.7093093350026867,156.9441050191229,0.015795538747909177,5.073355437646327e-6,879.379,524.876,0.010292625221069523,0.35,5.087497609271508,348,1.3285644127384206,1,0.9990636711592398,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.3634588470530478,HM,SE | AICc | Intercept,2,2,0.35,0.35,0.018761969359661408,2,0.5,1,0.05,0.01,60
Oct_22_252_BL60_stem,5.238290910313041,519.887757620581,569.3983036594211,0.45843098184111114,80.74321276496283,80.80851097057747,2562.960274981776,1.9929026275358939,38.04490169899323,0.026272289000114357,0.009186986155869683,6.502461504689568,517.9996151921433,656.8248382644119,0.5690653426884088,80.74472535466936,80.80470757750892,2565.014500529899,9.308523423554565,143.15384130826868,0.026363947218488892,0.0040991494923956935,603.29,491.964,0.03669080153173353,0.35,11.426563905597014,220,1.3098028052603177,1,1.24133264379946,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),6.502461504689568,HM,SE | AICc | Intercept,2,2,0.35,0.35,0.02359699518621347,2,0.5,1,0.05,0.037,60
Oct_22_253_BL60_CWD,8.682317887891248,590.3343508531095,1026.2375431816595,1.7229375190851781,1.773858537311344,2.0546425593347,1101.2839377230953,0.008835642201421115,0.10176593757000882,0.9997359836558632,0,9.164631721263861,586.3431823510548,4832.2662909908495,1.818648895957294,0.8429048319644687,1.0285196473746279,749.0536043796394,0.018445183947582437,0.20126486812105884,0.9999338418369499,4.2832826912400407e-4,585.788,1022.7,0.006943852419918196,0.35,5.039252899026348,256,4.922678625957652,1,1.055551275546507,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),9.164631721263861,HM,,0,4,0.35,0.35,0.021875,2,0.5,1,0.05,0.0069,60
